zone_id,tier,tier_name,superzone_id,resolution,crossing_weight
4,3,inside,4,full,0.02812499925494194
51,3,inside,51,full,115.57881214145164
52,3,inside,52,full,37.0664061223506
53,3,inside,53,full,52.10378120653331
54,3,inside,54,full,132.46424968486826
60,3,inside,60,full,272.0799683308578
62,3,inside,62,full,180.76146871114906
63,3,inside,63,full,182.08474928514624
64,3,inside,64,full,114.93993744977342
65,3,inside,65,full,106.35862506402191
66,3,inside,66,full,387.1912819301506
69,3,inside,69,full,79.91049988626037
87,3,inside,87,full,70.79715598726762
89,3,inside,89,full,75.91493732664094
1405,3,inside,1405,full,269.3749064329313
1406,3,inside,1406,full,213.74096868373454
1407,3,inside,1407,full,138.29175064826268
1408,3,inside,1408,full,199.00590631138766
1409,3,inside,1409,full,114.02303133218084
1410,3,inside,1410,full,197.21962468122365
1411,3,inside,1411,full,347.0033749057184
1412,3,inside,1412,full,548.7747195610864
1413,3,inside,1413,full,791.6171259018593
1414,3,inside,1414,full,637.4298135619174
1415,3,inside,1415,full,1462.1995913922292
1416,3,inside,1416,full,804.4690321118978
1417,3,inside,1417,full,132.92528259792016
1418,3,inside,1418,full,156.48434252492734
1419,3,inside,1419,full,235.07240596282645
1420,3,inside,1420,full,256.4618756401469
1421,3,inside,1421,full,428.75849909806857
1422,3,inside,1422,full,317.97059343513683
1423,3,inside,1423,full,196.94606234060484
1424,3,inside,1424,full,404.24368677094753
1425,3,inside,1425,full,279.59125027724076
1426,3,inside,1426,full,266.4201558500499
1427,3,inside,1427,full,19.55493745476997
1428,3,inside,1428,full,30.735281278481125
1429,3,inside,1429,full,439.6391872119857
1430,3,inside,1430,full,134.4439999874885
1431,3,inside,1431,full,103.42203144745145
1432,3,inside,1432,full,145.06784368980152
1433,3,inside,1433,full,61.8365936797054
1434,3,inside,1434,full,146.0807185790618
1435,3,inside,1435,full,0.0
1436,3,inside,1436,full,116.69471858431643
1437,3,inside,1437,full,40.22509380673
1438,3,inside,1438,full,63.29887493538263
1439,3,inside,1439,full,587.7813742520957
1440,3,inside,1440,full,455.68671892820566
1441,3,inside,1441,full,213.98046838317532
1446,3,inside,1446,full,197.5505933927343
1448,3,inside,1448,full,223.52946916231303
1449,3,inside,1449,full,299.1088444370398
1450,3,inside,1450,full,33.85924990626518
1451,3,inside,1451,full,175.45349996272125
1452,3,inside,1452,full,167.80628140075714
1453,3,inside,1453,full,311.94087521389883
1454,3,inside,1454,full,350.17168707704695
1455,3,inside,1455,full,70.88978103900445
1456,3,inside,1456,full,132.55928104085615
1457,3,inside,1457,full,828.8013135467772
1458,3,inside,1458,full,497.74865600776684
1459,3,inside,1459,full,11.965656107640825
1460,3,inside,1460,full,322.9223749169323
1461,3,inside,1461,full,2.0806250129826367
1462,3,inside,1462,full,65.14471867996326
1463,3,inside,1463,full,100.15787458790874
1464,3,inside,1464,full,50.160031006031204
1465,3,inside,1465,full,507.2716875383485
1466,3,inside,1466,full,26.983218613822828
1467,3,inside,1467,full,76.65687467317912
1468,3,inside,1468,full,113.74912511916773
1469,3,inside,1469,full,16.70815635031613
1470,3,inside,1470,full,497.0599054701888
1471,3,inside,1471,full,67.00693763130403
1472,3,inside,1472,full,1844.738622214034
1473,3,inside,1473,full,1252.042153404007
1474,3,inside,1474,full,323.92703085819085
1475,3,inside,1475,full,1877.2321237180731
1476,3,inside,1476,full,104.37534345536551
1477,3,inside,1477,full,605.8069692480785
1478,3,inside,1478,full,1887.36700224565
1479,3,inside,1479,full,242.04074927589681
1480,3,inside,1480,full,612.0445312225784
1481,3,inside,1481,full,321.09687452625076
1482,3,inside,1482,full,40.07071859565622
1483,3,inside,1483,full,29.073343698255485
1484,3,inside,1484,full,190.0085938892007
1485,3,inside,1485,full,412.39287719721324
1486,3,inside,1486,full,324.27034358584206
1487,3,inside,1487,full,175.77131399592326
1488,3,inside,1488,full,74.16953120249673
1489,3,inside,1489,full,2.560531203795108
1490,3,inside,1490,full,453.7378477454622
1491,3,inside,1491,full,57.557781392126344
1492,3,inside,1492,full,717.3832189640816
1493,3,inside,1493,full,1320.4280021317245
1494,3,inside,1494,full,0.3837499918881804
1495,3,inside,1495,full,0.4500000206171535
1496,3,inside,1496,full,2168.880339352676
1502,3,inside,1502,full,291.2500001074368
1503,3,inside,1503,full,37.035437413622276
1504,3,inside,1504,full,42.05049979330215
1505,3,inside,1505,full,57.43887476096279
1506,3,inside,1506,full,20.95531236284296
1509,3,inside,1509,full,4.798343662871048
1512,3,inside,1512,full,5.718499913928099
1513,3,inside,1513,full,49.19096881352016
1514,3,inside,1514,full,257.37509395981033
1515,3,inside,1515,full,115.67587489182188
1516,3,inside,1516,full,119.04203118089936
1517,3,inside,1517,full,428.5542498630384
1518,3,inside,1518,full,75.88156225233979
1519,3,inside,1519,full,22.6866873336985
1520,3,inside,1520,full,158.19518774171593
1521,3,inside,1521,full,129.6658439442399
1522,3,inside,1522,full,98.71437504302594
1523,3,inside,1523,full,38.05221858571167
1524,3,inside,1524,full,82.65546817850554
1525,3,inside,1525,full,578.6266872572887
1526,3,inside,1526,full,19.70115625640028
1527,3,inside,1527,full,374.166686564844
1528,3,inside,1528,full,114.9574686838314
1529,3,inside,1529,full,3.473718756780727
1530,3,inside,1530,full,71.86378107783094
1531,3,inside,1531,full,34.556531212161644
1532,3,inside,1532,full,240.53987419771147
1533,3,inside,1533,full,168.13034368830267
1534,3,inside,1534,full,192.24984266104002
1535,3,inside,1535,full,175.8612809762708
1536,3,inside,1536,full,235.18884404274286
1537,3,inside,1537,full,459.19484359894705
1538,3,inside,1538,full,115.71987494236964
1539,3,inside,1539,full,209.58009349679924
1540,3,inside,1540,full,385.6538422512094
1541,3,inside,1541,full,32.222968711314024
1542,3,inside,1542,full,84.44265628208814
1543,3,inside,1543,full,275.5551256583858
1544,3,inside,1544,full,59.180187292804476
1545,3,inside,1545,full,40.65093741414603
1546,3,inside,1546,full,27.676218729815446
1547,3,inside,1547,full,310.45403088217427
1548,3,inside,1548,full,53.91853110017837
1549,3,inside,1549,full,178.61671854941233
1550,3,inside,1550,full,147.98534378487966
1551,3,inside,1551,full,95.79593729269982
1552,3,inside,1552,full,137.55443747395475
1553,3,inside,1553,full,111.03640599024948
1554,3,inside,1554,full,58.592281079647364
1555,3,inside,1555,full,170.18453056266299
1556,3,inside,1556,full,379.95484346250305
1557,3,inside,1557,full,22.83703122899169
1558,3,inside,1558,full,163.37234336601978
1559,3,inside,1559,full,165.76268709612486
1560,3,inside,1560,full,5.166031238171854
1561,3,inside,1561,full,27.310062430784456
1562,3,inside,1562,full,6.543906231483561
1563,3,inside,1563,full,165.95887499542732
1564,3,inside,1564,full,93.59149971892475
1565,3,inside,1565,full,293.88978178099205
1566,3,inside,1566,full,177.40018728860014
1567,3,inside,1567,full,73.15924995098612
1568,3,inside,1568,full,78.96581273367337
1569,3,inside,1569,full,109.85962487208599
1570,3,inside,1570,full,81.8573437431478
1571,3,inside,1571,full,151.9314058928867
1572,3,inside,1572,full,268.6329995367123
1574,3,inside,1574,full,148.62165620374435
1575,3,inside,1575,full,142.90956214009202
1581,3,inside,1581,full,48.4148435889947
1582,3,inside,1582,full,50.801656078590895
1583,3,inside,1583,full,124.02159393056354
1584,3,inside,1584,full,199.2489680872677
1585,3,inside,1585,full,129.83834381330234
1586,3,inside,1586,full,92.75600003926957
1587,3,inside,1587,full,23.222437539807288
1588,3,inside,1588,full,26.092374981482862
1589,3,inside,1589,full,46.25406242632016
1590,3,inside,1590,full,187.3384049203305
1591,3,inside,1591,full,253.4545936020877
1592,3,inside,1592,full,386.9264051491482
1593,3,inside,1593,full,142.1938749404071
1594,3,inside,1594,full,180.12215629810817
1595,3,inside,1595,full,49.235812389903
1597,3,inside,1597,full,203.11159379153105
1605,3,inside,1605,full,17.578062472544843
1606,3,inside,1606,full,16.11099999214639
1608,3,inside,1608,full,72.43734360393137
1609,3,inside,1609,full,34.82168739398185
1610,3,inside,1610,full,30.772718692096532
1611,3,inside,1611,full,592.700686897093
1612,3,inside,1612,full,43.12171869481972
1613,3,inside,1613,full,411.19500055776734
1614,3,inside,1614,full,84.60268753032142
1618,3,inside,1618,full,1195.9496845786052
1619,3,inside,1619,full,61.67434376486926
1620,3,inside,1620,full,26.507218718485092
1621,3,inside,1621,full,34.657562465712545
1622,3,inside,1622,full,48.0295312650851
1624,3,inside,1624,full,89.61174985764956
1625,3,inside,1625,full,68.45809367067704
1626,3,inside,1626,full,140.13718758114555
1627,3,inside,1627,full,168.53903162102506
1628,3,inside,1628,full,502.647719017943
1629,3,inside,1629,full,57.36853108217474
1630,3,inside,1630,full,483.38556257568416
1631,3,inside,1631,full,257.70137514684757
1632,3,inside,1632,full,878.1385609969293
1633,3,inside,1633,full,217.34765610935574
1634,3,inside,1634,full,351.9390315324272
1635,3,inside,1635,full,806.937504347472
1636,3,inside,1636,full,469.63496857340215
1637,3,inside,1637,full,1374.1073441634217
1638,3,inside,1638,full,1624.0196869612555
1639,3,inside,1639,full,854.5002192861575
1640,3,inside,1640,full,688.0350612219627
1641,3,inside,1641,full,56.43646883881593
1642,3,inside,1642,full,1730.4644976454583
1643,3,inside,1643,full,975.8014374717459
1644,3,inside,1644,full,604.5575000467943
1645,3,inside,1645,full,1892.593905319547
1646,3,inside,1646,full,945.0121858955681
1647,3,inside,1647,full,1185.8360934285447
1648,3,inside,1648,full,609.333843208995
1649,3,inside,1649,full,936.3156880796596
1650,3,inside,1650,full,1791.959559732335
1651,3,inside,1651,full,278.8238748896547
1652,3,inside,1652,full,1252.204343158679
1653,3,inside,1653,full,427.67537492429256
1654,3,inside,1654,full,339.49037487349415
1655,3,inside,1655,full,1005.5374386754411
1656,3,inside,1656,full,709.6498119702883
1657,3,inside,1657,full,586.6113757538114
1658,3,inside,1658,full,192.2955932788609
1659,3,inside,1659,full,807.9384368836618
1660,3,inside,1660,full,193.99534378480166
1661,3,inside,1661,full,690.2755304227903
1662,3,inside,1662,full,712.9334999118146
1663,3,inside,1663,full,740.7551882679545
1664,3,inside,1664,full,280.37578113102063
1665,3,inside,1665,full,1540.6720615990198
1666,3,inside,1666,full,453.9383737758617
1667,3,inside,1667,full,918.0765917214158
1668,3,inside,1668,full,288.9149374977569
1669,3,inside,1669,full,279.7447504037118
1670,3,inside,1670,full,343.64843765005935
1671,3,inside,1671,full,558.888998336377
1672,3,inside,1672,full,739.0770621174452
1673,3,inside,1673,full,482.0519684883184
1679,3,inside,1679,full,367.8128430648212
1680,3,inside,1680,full,149.90568721678574
1681,3,inside,1681,full,988.0196869867068
1682,3,inside,1682,full,748.325718648106
1683,3,inside,1683,full,996.5605305795616
1684,3,inside,1684,full,448.6093124356121
1685,3,inside,1685,full,223.22165546673932
1686,3,inside,1686,full,171.10331242250686
1687,3,inside,1687,full,47.68918743119866
1688,3,inside,1688,full,978.4580302673712
1689,3,inside,1689,full,1926.5398126506334
1690,3,inside,1690,full,1269.7499685335788
1691,3,inside,1691,full,716.777250212981
1692,3,inside,1692,full,1293.3040913194418
1693,3,inside,1693,full,11.567843882978195
1694,3,inside,1694,full,1590.1086564527213
1695,3,inside,1695,full,1497.91331291401
1696,3,inside,1696,full,1097.7316560037434
1697,3,inside,1697,full,2057.3042768602463
1698,3,inside,1698,full,204.2411245748226
1699,3,inside,1699,full,1857.1853702510562
1700,3,inside,1700,full,1123.5028141774674
1701,3,inside,1701,full,66.04815615637926
1702,3,inside,1702,full,87.14599995088065
1763,3,inside,1763,full,200.71596882786253
1764,3,inside,1764,full,245.67787439179665
1765,3,inside,1765,full,197.009624832368
1778,3,inside,1778,full,220.47968710947316
1779,3,inside,1779,full,902.8894997818134
1780,3,inside,1780,full,315.3383749132918
1782,3,inside,1782,full,159.9527185833722
1783,3,inside,1783,full,249.5253746801609
1784,3,inside,1784,full,61.938375125289895
1785,3,inside,1785,full,292.60290578677086
1786,3,inside,1786,full,37.94718747184379
1787,3,inside,1787,full,537.5631567489181
1788,3,inside,1788,full,589.7142194606276
1789,3,inside,1789,full,234.99984351289459
1790,3,inside,1790,full,851.9464065979118
1791,3,inside,1791,full,321.8708448059915
1792,3,inside,1792,full,292.31350047579326
1793,3,inside,1793,full,601.3832181854086
1794,3,inside,1794,full,552.9825944495096
1795,3,inside,1795,full,801.6908737870835
1796,3,inside,1796,full,1111.869906144202
1797,3,inside,1797,full,607.5846257659578
1798,3,inside,1798,full,1616.433874100534
1799,3,inside,1799,full,284.1861853043665
1800,3,inside,1800,full,880.2217490653711
1801,3,inside,1801,full,86.72415592618927
1802,3,inside,1802,full,665.3371578487859
1803,3,inside,1803,full,164.59725018621248
1804,3,inside,1804,full,404.6974988627335
1805,3,inside,1805,full,684.198093473402
1806,3,inside,1806,full,905.3869996994617
1807,3,inside,1807,full,606.1922255793615
1808,3,inside,1808,full,183.72296846065728
1809,3,inside,1809,full,756.0229678027099
1810,3,inside,1810,full,705.0271245686308
1811,3,inside,1811,full,160.0608120737743
1812,3,inside,1812,full,29.38009366801998
1813,3,inside,1813,full,94.94099956462742
1814,3,inside,1814,full,229.83090657369758
1815,3,inside,1815,full,85.36156240581477
1816,3,inside,1816,full,270.73037455120357
1817,3,inside,1817,full,607.1197816741042
1818,3,inside,1818,full,42.548781151126605
1819,3,inside,1819,full,176.01403120430768
1820,3,inside,1820,full,176.76506245264318
1821,3,inside,1821,full,950.6940918149921
1823,3,inside,1823,full,951.7593434515147
1824,3,inside,1824,full,1024.1346237788384
1825,3,inside,1825,full,216.18134353165806
1851,3,inside,1851,full,487.56512459157966
1856,3,inside,1856,full,264.97446708139614
1857,3,inside,1857,full,225.4507807608752
1858,3,inside,1858,full,1608.888568264767
1859,3,inside,1859,full,302.7098118694121
1861,3,inside,1861,full,852.1829346762388
1901,3,inside,1901,full,517.1276243738248
1902,3,inside,1902,full,403.34674972255016
1903,3,inside,1903,full,158.521530833852
1904,3,inside,1904,full,65.2873434665089
1905,3,inside,1905,full,322.5687189037708
1906,3,inside,1906,full,115.83818710139894
1907,3,inside,1907,full,84.6250621315412
1908,3,inside,1908,full,586.4765938580822
1909,3,inside,1909,full,34.43293725747208
1910,3,inside,1910,full,32.149562347112806
1911,3,inside,1911,full,165.22071883596072
1912,3,inside,1912,full,125.31184378275066
1913,3,inside,1913,full,285.6799060724443
