mode,entry_gate,exit_gate,volume,n_od_pairs
1,119,28,16.581656274793204,163
1,27,148,16.579843760933727,317
2,119,13,16.579843730083667,3026
3,116,100,16.57587501044327,828
2,112,94,16.54721882357262,571
2,76,11,16.53271886834409,891
1,175,131,16.518531303227064,480
2,113,151,16.506312537851045,1714
5,112,153,16.50281236693263,926
4,117,104,16.466562398709357,780
1,172,170,16.46299972385168,8
2,79,123,16.454781253472902,165
4,83,122,16.441875080112368,189
4,139,0,16.4225000970182,314
4,112,161,16.40312479902059,799
1,74,82,16.402562528994167,151
3,9,128,16.40221877588192,1514
2,114,102,16.399499983235728,121
1,77,153,16.396843818190973,397
2,27,101,16.3949687317363,601
1,116,11,16.391343685914762,885
3,87,84,16.366562538780272,287
1,33,103,16.357812707312405,80
1,33,171,16.344218742335215,248
6,150,100,16.343750223517418,10
4,136,103,16.341249937657267,1915
2,120,102,16.336062557063997,120
1,27,161,16.329719012777787,128
4,80,71,16.30593736935407,596
2,9,0,16.275343731511384,135
3,14,153,16.2698437270883,13695
2,113,100,16.24881260644179,272
1,136,123,16.246625049258,414
4,114,161,16.245625079318415,347
3,0,100,16.238875055976678,116
1,48,11,16.22640629298985,246
5,120,90,16.22406220145058,1965
1,150,127,16.2009998857975,10
3,124,101,16.141250087006483,669
4,64,131,16.14031256455928,214
3,27,102,16.123093705507927,750
5,136,131,16.112187399121467,846
2,76,133,16.10162497436977,7122
1,30,10,16.04878121515503,313
3,114,22,16.048499999116757,19230
1,14,152,16.014968682196923,3846
3,12,25,16.013437448709738,1632
2,0,109,16.009218720224453,448
5,76,153,16.00062478921609,5985
3,134,102,15.996875061420724,188
5,77,90,15.963437363563571,640
1,108,99,15.951812623301521,43
2,39,81,15.945468818303198,99
2,88,100,15.937562527076807,414
5,107,128,15.913749793544412,776
1,121,11,15.892906277789734,780
4,165,141,15.876874928828329,586
5,113,128,15.868437404744327,612
4,136,99,15.865312369947787,770
2,64,123,15.862093736825045,426
1,0,97,15.835218786261976,32
6,33,105,15.832187794148922,6
3,87,100,15.828031278419076,462
4,113,130,15.823125033639371,386
3,83,98,15.817906241703895,2397
2,112,153,15.792312551580835,1908
5,113,141,15.786874772049487,979
1,116,10,15.765124963538256,551
6,138,100,15.756249699741602,8
2,135,109,15.73806250972848,1819
4,117,97,15.695625036489218,436
5,114,151,15.694687401177362,1083
3,120,95,15.690937368373852,303
4,112,84,15.650937442667782,533
1,115,123,15.641343593597412,6
4,135,82,15.620312451559585,730
4,144,90,15.61249968514312,2660
2,135,10,15.58387496182695,1274
2,119,63,15.569937517168,559
2,121,95,15.563937471946701,79
4,83,90,15.530937446455937,1191
4,73,109,15.520000074524432,240
1,165,99,15.516343764320482,738
5,112,91,15.514999696053565,1063
1,77,161,15.512531440006569,61
1,113,71,15.482375045772642,200
2,135,93,15.456718764224206,720
3,114,132,15.454312552814372,596
3,19,110,15.453374956618063,1995
1,174,0,15.44100046157837,2
2,136,103,15.434125058382051,2144
2,135,97,15.430906266818056,584
1,121,93,15.423281326889992,66
3,116,93,15.42237497412134,396
4,112,153,15.40624984819442,801
1,156,147,15.390281222062185,159
1,79,171,15.380875111033674,549
3,14,95,15.371812511701137,832
6,114,132,15.369062401354313,12
3,64,101,15.350968663406093,550
2,116,100,15.349156269920059,359
3,27,25,15.334656152117532,202
4,117,98,15.283749896974768,772
1,173,141,15.272624961740803,436
1,120,11,15.252187527774367,486
3,20,13,15.250375017581973,1789
2,113,95,15.222281342372298,57
1,173,131,15.206218753417488,718
1,75,168,15.184781219853903,1965
2,134,58,15.166999958048109,897
1,88,0,15.153531288262457,28
4,76,128,15.143437443301082,304
1,117,38,15.13709371094592,152
2,74,153,15.083218802144984,3156
2,0,128,15.07612499917741,38
1,86,148,15.065812546017696,166
1,108,92,15.065499868243933,42
3,139,151,15.06096876761876,104
4,135,63,15.057187495171092,318
6,114,130,15.052812799811363,7
4,88,90,15.042187511979137,461
2,76,131,15.041031232685782,449
4,76,133,15.037499864003621,3809
2,117,58,15.026531252544373,876
2,156,128,15.017468696227297,349
5,135,99,14.988124886818696,766
4,134,63,14.981562520959415,390
1,150,109,14.964281204462168,2056
3,87,101,14.953531281265896,482
1,136,82,14.945312511583325,1247
2,27,102,14.940437594254036,582
1,116,130,14.900562370836269,280
3,120,11,14.897843737329822,1866
1,88,151,14.89125001578941,438
1,175,100,14.8796562718926,169
2,0,103,14.865281305945246,176
4,79,90,14.86249994020909,374
5,112,171,14.862499170005322,217
2,64,25,14.854343661572784,413
1,107,160,14.809031075215898,1369
2,9,102,14.803593722113874,1199
1,136,58,14.799062501522712,897
2,75,109,14.796718763478566,1000
2,155,0,14.796250306186266,26
4,117,90,14.762187347339932,1025
5,138,100,14.759374872781336,356
3,27,91,14.756468755658716,426
1,144,93,14.751281197823118,2427
3,108,161,14.744937438808847,1459
1,154,147,14.744406103578513,199
3,115,109,14.743031370802782,2314
4,134,82,14.734999901906122,889
1,0,95,14.73206249375653,31
4,51,90,14.726562682539225,19
1,74,141,14.718406195752323,135
1,73,122,14.702999591827393,2
4,118,95,14.6665626084432,73
4,144,110,14.664687194454018,1734
2,75,82,14.656312447303208,353
1,73,160,14.643187434587162,1161
3,108,132,14.632812549039954,1129
1,86,161,14.621531125550973,62
3,112,101,14.606031264178455,301
4,76,63,14.594062502263114,91
4,113,133,14.585624970961362,1470
1,156,22,14.582343687914545,3042
1,73,123,14.573406219482422,2
3,64,128,14.572500054666307,852
1,77,63,14.565562527335715,67
4,144,58,14.518124777823687,884
1,165,98,14.514500018311082,400
1,0,71,14.51449992239941,42
5,76,0,14.462187849683687,407
5,139,0,14.403437486907933,320
3,115,123,14.397624982520938,86
1,173,160,14.394968781387433,476
3,0,166,14.382218833299703,450
4,115,141,14.38218734972179,744
2,0,157,14.374905969947577,26
2,108,141,14.366781210934278,2715
4,9,91,14.36406244430691,513
2,114,148,14.337937468706514,1421
3,112,152,14.337781272653956,655
4,77,90,14.330312440637499,196
2,27,131,14.31240634212736,578
4,139,161,14.310937611502595,214
2,135,127,14.299218840023968,63
2,64,91,14.29700001643505,354
1,79,122,14.279781196266413,102
4,117,58,14.273437410593033,539
1,107,127,14.240812493895646,1231
3,120,13,14.237187467340846,1588
4,115,128,14.219062484800816,343
1,165,103,14.217562466263189,1666
2,76,13,14.208187654032372,1046
4,76,151,14.20249983377289,3576
5,136,100,14.201874799618963,1037
4,165,133,14.191874912881758,166
1,156,109,14.190968736773357,932
3,144,110,14.183312742155977,6071
4,113,148,14.182812463026494,749
3,124,84,14.145374937914312,226
4,116,100,14.128437510691583,332
4,76,38,14.128437435254455,71
3,114,133,14.127343769898289,2270
1,116,171,14.115750010823831,198
1,88,132,14.108968715940136,203
2,88,96,14.103656251449138,64
1,137,95,14.0911876015889,329
4,53,63,14.049375095812138,625
1,118,71,14.036906287830789,736
1,77,81,14.006468805164332,258
2,135,13,14.001562482269946,1291
1,79,161,13.976187505526468,487
3,73,98,13.952718715183437,39
1,115,10,13.944468787114602,677
2,116,93,13.89734372048406,273
3,51,63,13.896281240944518,1157
1,144,95,13.876593694032636,1733
3,87,95,13.876343693584204,155
4,156,110,13.87343728687847,1430
3,27,152,13.866531240695622,1115
2,138,100,13.863812529336428,543
3,64,95,13.848406323581003,620
4,108,93,13.834374931815546,577
1,115,81,13.824156321818009,497
2,145,131,13.80218765232712,84
4,135,162,13.779687415924855,624
1,0,158,13.778656721115112,3
5,135,103,13.761250022565946,611
4,135,13,13.711562438867986,560
2,113,161,13.707124848951935,340
4,137,98,13.690937459236011,812
3,118,125,13.677406319242436,554
5,139,162,13.667187501734588,855
5,76,104,13.662187343055848,1496
3,64,91,13.658093750011176,524
3,12,102,13.654468727239873,724
1,121,13,13.639062523900066,586
4,86,38,13.611875107511878,56
1,117,127,13.572906255722046,16
1,3,166,13.572843563408242,325
1,139,10,13.562937468115706,2057
4,138,98,13.554999934218358,737
1,138,127,13.551000118255615,14
4,51,81,13.548437684774399,25
4,149,162,13.54624984972179,230
1,74,131,13.53393743513152,67
1,67,13,13.531218796502799,349
1,33,148,13.527593818784226,526
2,118,92,13.51853129453957,74
1,137,93,13.504218884016154,861
1,144,97,13.499718800449045,887
4,76,82,13.487187620194163,335
2,73,93,13.480249873988214,87
5,134,103,13.475937411829364,1378
3,86,82,13.459812457222142,180
1,137,123,13.457312459126115,257
1,137,58,13.451468696410302,737
4,12,32,13.448749905452132,621
6,134,100,13.446250073611736,21
3,134,122,13.444624991694582,312
4,119,38,13.439687591977417,142
4,113,132,13.43749995098915,738
2,83,82,13.432156245064107,1176
1,121,10,13.429718810948543,449
4,156,131,13.39687488193158,790
5,73,128,13.38531259354204,296
2,77,125,13.380031373002566,49
3,79,13,13.373531252378598,1111
2,0,90,13.368406148598297,140
1,136,168,13.363062388962135,52
4,12,81,13.359374929452315,534
6,50,11,13.349062586203218,35
1,134,38,13.341812622908037,223
6,64,123,13.285625040531158,12
4,14,90,13.27656258456409,195
2,48,13,13.273843782488257,129
1,139,170,13.273375050688628,352
4,86,63,13.271249965473544,123
4,76,22,13.268437396967784,1957
3,117,125,13.26709380216198,469
5,137,100,13.265937382297125,511
5,135,98,13.262187329528388,929
2,79,38,13.262062542140484,75
3,27,100,13.262062441033777,985
3,75,109,13.259937535432982,2172
3,9,141,13.249374982202426,1698
3,117,97,13.240437488770112,374
4,88,63,13.240312600508332,124
4,77,153,13.222499959054403,439
2,86,13,13.211312501342036,1226
2,120,58,13.203156261413824,327
3,83,153,13.18640632435563,949
4,60,46,13.179374969622586,878
2,86,63,13.165906294394517,158
3,74,151,13.154593822910101,1743
2,135,162,13.14209374593338,812
2,80,23,13.135656298560207,1656
1,76,148,13.134281298844144,175
1,77,11,13.131562517839484,303
4,79,41,13.131562158465385,19
4,108,151,13.11718734021997,1131
1,73,97,13.117062717676163,12
1,79,148,13.112531245918944,1070
3,111,161,13.098031175613869,1662
2,117,125,13.093187690654304,543
1,119,81,13.081156136613572,204
6,114,153,13.07781258574687,166
1,116,63,13.075375154905487,56
1,115,13,13.071749946684577,888
2,134,82,13.066375039488776,1331
4,135,160,13.049999881826807,989
4,134,122,13.036250043893233,80
3,14,93,12.997437519952655,808
3,124,153,12.986625014207675,4281
2,156,99,12.979625017746002,394
2,75,104,12.972062468528748,1717
5,117,104,12.964687283791136,940
2,76,101,12.96421875373926,2692
4,77,63,12.95093750912929,80
3,87,102,12.950312484346796,275
3,120,22,12.93843749750522,9790
2,113,130,12.92312499601394,436
2,135,95,12.892312506010057,495
1,108,171,12.890125075704418,73
4,150,98,12.88968749367632,605
2,77,141,12.88325000362238,562
2,77,153,12.877749958846834,502
2,135,133,12.85762512916699,84
5,107,101,12.856249806878623,819
3,83,151,12.854000004619593,431
2,83,58,12.830687513807788,718
1,14,130,12.813468805979937,84
2,80,41,12.812562541395891,259
1,136,102,12.791843515136861,80
1,120,151,12.78999980352819,74
6,64,42,12.787187680602074,10
1,145,171,12.776312314206734,73
4,75,109,12.775937516358681,324
1,21,13,12.774499948020093,400
3,121,109,12.768156320307753,1625
3,156,110,12.76462508115219,1600
4,64,122,12.759999893605709,71
2,0,11,12.743687534180935,163
2,9,131,12.737343718006741,1216
3,108,97,12.735531203390565,935
3,79,22,12.69293754582759,385
4,114,93,12.690312454360537,529
4,79,28,12.669374976307154,169
4,118,93,12.666874983871821,152
3,64,93,12.648531276441645,744
2,75,102,12.640375090762973,132
2,83,90,12.63393751734111,1668
5,74,153,12.625937327509746,2112
1,150,97,12.622687466151547,186
5,120,104,12.620312343293335,1110
2,119,101,12.618406068679178,93
2,19,84,12.57693781889975,547
1,165,90,12.576124950544909,2079
3,114,148,12.572531336598331,886
4,0,166,12.571562368364539,299
3,14,133,12.569187310291454,7287
1,112,23,12.559718825854361,512
3,111,71,12.556093785737175,2220
4,115,102,12.551562468521297,286
2,115,128,12.547031302761752,461
1,176,170,12.523750144755468,145
2,142,133,12.521937524477835,1628
3,112,122,12.518031143699773,90
1,137,82,12.515406216174597,849
4,135,122,12.514687730523292,78
1,120,10,12.49446877243463,270
3,77,152,12.492125062592095,491
2,73,132,12.480874976958148,680
1,76,161,12.475437557382975,67
3,120,93,12.470968755282229,127
3,149,0,12.451000468572602,62
5,114,104,12.414062344760168,1949
1,146,160,12.401375009823823,489
4,64,95,12.388437509536743,56
2,9,42,12.382093647902366,656
1,175,133,12.372125151450746,32
2,149,162,12.370781233898015,278
4,117,141,12.370312485843897,398
5,113,131,12.361249834299088,609
2,86,10,12.338593724707607,855
3,117,123,12.332406219851691,167
4,113,109,12.32500019017607,77
4,145,141,12.324999995529652,323
3,108,92,12.297812509408686,1037
6,114,122,12.279999852180481,4
6,77,100,12.279999732971191,2
4,73,148,12.279687449336052,463
1,139,13,12.272437491104938,2366
1,79,61,12.267906293971464,94
2,76,90,12.252906346460804,25
3,27,101,12.237093760399148,653
3,80,28,12.228937499283347,2165
4,119,102,12.225312526337802,42
2,19,131,12.22259371605469,940
1,173,147,12.218187466205563,177
1,156,11,12.189968748309184,549
1,155,133,12.170781237480696,170
3,74,152,12.167187491737423,965
4,9,171,12.161875007674098,236
3,88,82,12.159500081688748,278
4,14,131,12.15281245764345,279
4,83,82,12.121562386630103,738
1,14,171,12.11599997934536,222
3,18,100,12.113281254016329,3872
3,12,123,12.089906242239522,1120
4,73,132,12.08937487564981,500
3,172,0,12.089124916194123,388
6,64,91,12.071249917149544,14
4,119,11,12.071249793283641,783
4,173,131,12.06656248262152,387
4,112,71,12.062187353149056,717
5,107,123,12.054687287658453,776
3,124,122,12.054249882872682,160
3,60,28,12.054031260777265,2191
2,172,171,12.03015636652708,15
1,138,58,12.028656237118412,704
4,149,160,12.025937484810129,532
2,139,127,12.02456249576062,60
4,117,93,12.003437507955823,415
1,145,97,11.9880937859416,44
4,135,171,11.987499996903352,371
5,114,132,11.984062464092858,543
2,137,103,11.952125012147008,1041
2,117,92,11.947093720547855,250
3,9,122,11.94528126338264,640
3,27,84,11.94165627786424,555
2,115,131,11.927156187826768,470
1,18,128,11.91718746861443,250
1,119,151,11.912531412861426,94
3,119,95,11.910312561551109,123
2,135,123,11.90831252024509,433
1,138,97,11.899812493909849,264
4,79,22,11.862812548875809,264
1,33,161,11.855562504555564,202
4,77,82,11.847812573250849,134
3,18,123,11.840500027959934,1886
3,27,93,11.831999992777128,717
4,9,29,11.817500114440918,132
5,117,90,11.813749714638107,1258
1,144,123,11.812718682151171,716
3,14,91,11.80390625243308,541
4,144,122,11.797499903477728,215
4,75,141,11.790312415920198,497
5,88,90,11.790312262251973,909
4,39,95,11.754062415100634,65
2,73,95,11.749374985462055,42
4,135,11,11.744999860413373,527
3,117,128,11.734124995069578,66
4,116,110,11.7268750006333,314
2,146,141,11.69653123873286,204
2,33,81,11.69243750552414,137
2,73,109,11.689468744662008,374
2,73,90,11.68371869357361,181
3,53,13,11.676124997902662,1613
3,124,102,11.672499965468887,181
2,165,131,11.664624992554309,915
3,135,99,11.652562493574806,1014
4,118,90,11.64843748009298,435
1,65,31,11.645593891851604,67
1,121,22,11.631875042963657,2765
5,114,90,11.621249741292559,3158
1,120,13,11.61903117847396,353
3,0,133,11.603249551262707,29
3,9,85,11.591843740665354,654
2,88,11,11.583687476289924,1334
3,150,100,11.579843770101434,643
2,9,29,11.569187528511975,267
4,75,153,11.56718742265366,1200
1,83,38,11.561937483493239,142
2,27,122,11.55378127610311,178
1,88,153,11.528718745234073,1219
3,111,141,11.528406307275873,3323
2,73,110,11.52209374702943,1073
2,116,58,11.52206264657434,122
2,73,151,11.49306248879293,278
5,107,153,11.479999844217673,693
4,145,148,11.464062503539026,96
5,107,141,11.464062297716737,801
3,116,101,11.458624986044015,495
2,14,123,11.452343761557131,1392
1,88,71,11.447750071529299,176
3,83,125,11.440625010131043,1212
5,114,92,11.419687330781016,2310
3,117,82,11.399875001545297,703
4,86,110,11.354374945862219,433
4,86,82,11.326250053127296,306
2,144,110,11.324531257676426,5563
3,79,123,11.32359378336696,221
1,21,10,11.30728129070485,446
3,116,84,11.29287494980963,340
2,83,22,11.267499994821264,8390
1,9,32,11.250187519006431,96
1,156,58,11.250187461962923,253
1,135,38,11.241125040396582,133
2,114,11,11.241124978696462,1333
1,86,133,11.229968829982681,74
4,27,128,11.210312452167273,393
4,120,102,11.201250333338976,87
2,27,128,11.199437519535422,558
2,113,133,11.198031227322645,1803
1,0,123,11.195499854162335,25
4,74,151,11.19281233282527,1536
2,76,151,11.186156271258369,6950
3,136,128,11.17550004151417,160
1,156,82,11.171312488077092,288
4,116,123,11.155937496572733,205
2,136,98,11.15537495240278,2021
2,113,132,11.127281246779603,871
5,134,92,11.125312374380883,1334
1,14,103,11.121500112116337,24
3,14,85,11.1131874761777,3030
3,77,128,11.110624923370779,181
4,83,22,11.106562372413464,3083
1,138,11,11.103375007631257,1534
2,114,123,11.103312519917381,289
5,76,123,11.099687391659245,723
3,86,13,11.089781242015306,1110
4,120,126,11.089687466796022,238
4,111,22,11.082187324645929,601
2,134,22,11.07971871549671,9905
1,114,41,11.054437453625724,81
2,19,0,11.04628127545584,96
4,108,92,11.038124937564135,327
3,12,81,11.029187550098868,979
1,138,95,11.027281294533168,245
3,33,105,11.020906233170535,1096
2,146,162,11.018156248188461,315
2,88,102,11.01003129768651,172
2,115,0,10.999062411487103,38
2,9,100,10.995531232620124,1291
3,146,161,10.973749937082175,504
4,149,171,10.964375028386712,229
1,3,164,10.959500020369887,170
3,117,126,10.951249973033555,294
3,114,161,10.94365621516772,427
1,175,147,10.938031289260834,90
4,108,133,10.929687441152055,1304
4,9,122,10.929374921135604,330
1,115,71,10.919406346336473,317
4,88,100,10.895312421256676,387
1,9,168,10.88768750266172,201
2,0,129,10.88412515402888,50
2,19,96,10.874999898136593,185
5,139,171,10.869687349710148,577
2,83,122,10.841843628455536,253
5,76,133,10.820937292475719,1552
2,165,147,10.815562430245336,218
2,119,71,10.81246873253258,1068
4,150,99,10.804374920960981,453
3,14,128,10.790718778967857,856
2,115,22,10.754781353665749,3082
1,77,13,10.754468696657568,236
2,67,11,10.74812496668892,798
1,154,103,10.745718734993716,2339
4,156,166,10.740937532274984,64
2,119,126,10.739593820588198,93
5,77,131,10.730000006966293,286
3,114,97,10.728968731025816,834
2,27,84,10.71278117946349,262
1,156,13,10.700093668187037,442
3,77,125,10.699687523505418,68
1,150,95,10.691625033636228,179
4,88,13,10.684687475673854,273
3,14,122,10.684062476022518,2144
1,116,161,10.681062544172164,190
2,116,84,10.663843750953674,136
4,144,82,10.660312269523274,1085
2,86,71,10.653874967771117,535
2,75,153,10.651718785142293,1504
3,64,90,10.651156322972383,335
1,74,58,10.644812503072899,93
1,150,58,10.642999999516178,453
2,48,11,10.640281227475498,232
5,114,130,10.639375093393028,352
3,77,153,10.634093752814806,669
3,77,82,10.615156267856946,159
4,73,161,10.61218748614192,332
4,134,22,10.605312364117708,3123
4,108,130,10.603124956600368,427
4,74,141,10.6031248671934,612
4,77,22,10.60218744399026,1478
4,20,28,10.594062493182719,75
1,139,22,10.587718704307918,748
1,9,133,10.582281255512498,261
5,145,141,10.557812506332994,134
2,76,81,10.553031229588669,1084
4,172,171,10.547187464311719,13
2,65,31,10.546937546227127,77
1,83,81,10.529656201557373,2577
1,73,11,10.523374990094453,318
5,150,100,10.522499881219119,340
1,145,123,10.508000095724128,38
5,114,122,10.499687430332415,503
2,0,82,10.488093711668625,70
3,117,95,10.48087488739111,258
1,121,63,10.473125040560262,132
3,83,141,10.471718787157442,526
2,19,93,10.454500028514303,572
2,116,101,10.434562502836343,306
3,111,171,10.43190620886162,1525
4,149,0,10.429999940097332,32
2,135,71,10.427312574989628,620
3,115,100,10.42537499917671,347
2,118,110,10.410250022367109,1285
1,116,122,10.405562637373805,33
1,173,164,10.401000052690506,4
3,83,152,10.398093742725905,367
1,77,10,10.371125025325455,163
2,64,100,10.352093800029252,300
1,120,71,10.35118741588667,120
1,145,93,10.342499984399183,142
3,112,141,10.338499972189311,1327
1,112,10,10.333062552730553,203
3,135,171,10.332062505200156,702
4,114,125,10.31812500115484,836
1,154,22,10.31731250481971,3785
2,142,132,10.312218858569395,320
2,9,101,10.311312500678468,1250
1,115,159,10.308218985854182,89
2,173,171,10.296687425812706,69
2,76,141,10.293187468778342,1028
2,116,102,10.291375107422937,284
1,74,90,10.28362503182143,46
2,19,101,10.283218745898921,1049
1,175,98,10.277468806947581,142
2,0,13,10.276874937582761,118
2,1,82,10.272937592933886,69
1,137,22,10.27287495980272,8548
4,137,99,10.272187379363459,529
1,136,63,10.269406204970437,644
3,77,141,10.265999951923732,726
4,80,61,10.258750019595027,290
4,27,102,10.258749973028898,405
4,120,13,10.258749948814511,312
4,118,58,10.258749911561608,332
1,88,130,10.257843809667975,70
4,155,131,10.254062402469572,646
3,120,58,10.24787501047831,724
2,9,84,10.244249955634587,710
2,73,148,10.21887496119598,694
5,139,127,10.218124975450337,45
1,169,0,10.210000038146973,1
6,88,28,10.204374764114618,13
4,114,13,10.195312449708581,386
2,145,100,10.189156285254285,170
3,76,152,10.18787497188896,523
2,27,0,10.184437442570925,40
5,112,102,10.177187242545187,917
4,138,99,10.171249950537458,515
3,86,11,10.170843762520235,1141
3,108,133,10.169093749980675,3589
1,76,133,10.159968663007021,60
2,121,90,10.131625040376093,324
1,88,28,10.126437405415345,140
1,1,100,10.118187495841994,313
4,83,63,10.115000010177027,231
3,9,153,10.109218747005798,683
4,73,98,10.107187614310533,59
5,149,141,10.104687416926026,399
1,18,131,10.088374988758005,236
2,3,166,10.078124991239747,177
2,156,166,10.077624988014577,130
4,135,92,10.068437523208559,189
2,64,102,10.055749994819053,389
4,113,100,10.055624931643251,250
4,51,46,10.049999988346826,105
3,27,128,10.0475937317824,744
1,138,13,10.04668749764096,1289
1,75,38,10.031281193718314,36
2,77,85,10.028000012040138,10
4,117,82,10.0143748887931,603
3,118,82,10.010812543943757,462
1,139,71,10.008624974638224,1008
3,108,148,9.964656320924405,1286
4,14,123,9.960937395168003,722
1,121,125,9.956749920733273,42
2,83,125,9.942749982554233,1466
1,18,93,9.937937507871538,158
1,74,100,9.933562492762576,382
1,155,147,9.924687599239405,112
2,135,22,9.923562478492386,4072
2,121,97,9.921343813184649,67
1,77,71,9.918906262144446,80
4,9,101,9.914374933578074,496
1,138,82,9.90937500410655,745
3,137,110,9.90871886529203,4991
3,139,162,9.906718768150313,1249
3,9,29,9.894437509588897,164
2,27,93,9.89353121444583,365
4,139,168,9.891874983382877,625
2,165,141,9.888406286903773,620
1,145,109,9.88337490768754,904
2,64,0,9.881750238244422,30
3,113,0,9.870406255126,73
3,156,131,9.86578126855602,1386
3,144,122,9.859187546375324,1517
1,175,99,9.855500052624848,231
1,150,123,9.853375006758142,137
1,108,148,9.853312536433805,206
1,150,93,9.828781196833006,455
2,87,122,9.827812448143959,25
1,120,132,9.819187264889479,26
2,115,58,9.804718809667975,373
1,0,159,9.800999971106648,3
3,114,11,9.796562507457566,2082
3,116,122,9.789562505262438,128
4,139,147,9.765312505827751,193
2,136,129,9.765281282248907,582
1,134,81,9.756124993946287,2130
2,175,166,9.7524374256609,580
1,165,129,9.752124979248038,158
4,144,63,9.743437406781595,720
2,118,58,9.73946874041576,431
2,144,123,9.729125028243288,1053
1,156,10,9.715000026335474,347
3,74,153,9.713406256763847,3095
5,144,92,9.712499834422488,1036
4,165,100,9.70718747243518,251
2,73,127,9.69687487068586,312
2,14,91,9.695968797197565,656
4,136,129,9.680312452837825,416
3,134,99,9.67306250234833,556
2,108,94,9.671031223551836,402
3,116,102,9.657906240259763,410
4,120,104,9.651562414132059,361
1,73,63,9.643406307441182,37
2,112,159,9.642499938607216,848
5,118,104,9.640312408446334,610
6,114,151,9.636875022551976,32
2,39,90,9.634343884012196,65
4,21,13,9.633437499403954,177
4,83,125,9.630624964891467,823
2,86,90,9.622874922351912,35
6,86,28,9.60624998062849,12
4,135,0,9.57812501071021,115
1,14,168,9.57415620869142,2200
5,113,101,9.5493749807938,382
5,77,128,9.533750139176846,182
2,172,170,9.525000050663948,8
1,115,168,9.517000108782668,160
2,73,82,9.511968811333645,120
2,74,151,9.51025002397364,2009
1,2,131,9.502031153999269,47
1,117,28,9.498406154627446,263
2,114,159,9.494000015591155,301
3,145,141,9.488437505322509,449
3,149,128,9.483968781016301,281
4,113,161,9.47781246213708,253
3,18,110,9.47484372596955,1309
4,117,122,9.473750063101761,114
1,150,82,9.472718733377405,510
2,30,41,9.46850037574768,5
1,0,63,9.464937393262517,46
3,9,132,9.463968752534129,728
2,112,130,9.445843748748302,1716
6,80,43,9.443125069141388,8
6,60,105,9.443125069141388,8
2,12,123,9.429124970803969,742
4,119,22,9.424062356934883,991
5,134,93,9.417499911563937,893
4,111,93,9.415937423706055,483
4,27,141,9.415937347337604,583
3,18,101,9.411500035712379,1898
3,134,123,9.404750052955933,318
4,108,148,9.395937451161444,668
2,156,168,9.3712812254671,75
2,87,123,9.36540629999945,40
4,137,109,9.355937452870421,715
4,115,153,9.353437470039353,548
4,39,100,9.352499959990382,94
1,112,43,9.352499826811254,99
4,114,162,9.349375014251564,511
4,117,63,9.348437507462222,291
2,165,133,9.32768738384766,201
1,119,132,9.325531196896918,39
2,77,171,9.283031243248843,139
3,0,98,9.281843724194914,66
4,116,90,9.280000034719706,184
4,120,125,9.266249890963081,221
3,83,123,9.26384385235724,1472
2,121,109,9.255093743500765,527
3,146,100,9.250031243136618,594
3,134,125,9.249250038119499,599
2,145,0,9.237406126456335,27
2,120,100,9.231406312057516,149
2,0,10,9.21746876515681,86
4,112,130,9.20749983843416,613
3,114,93,9.207437448465498,444
2,64,131,9.205687561247032,352
1,75,81,9.201312523626257,451
2,112,22,9.194812534551602,623
1,115,153,9.194093736557988,890
2,60,46,9.16612502632779,1441
1,155,159,9.157562459586188,42
3,12,152,9.148656241886783,1001
4,117,99,9.136874946649186,194
2,156,0,9.136593773029745,32
3,139,147,9.134218739520293,206
3,76,128,9.134093772503547,305
6,80,71,9.128750000149012,10
1,138,10,9.128656239365228,1065
2,172,159,9.12775011024496,461
1,138,22,9.086906245618593,5860
4,9,82,9.080624950118363,215
4,146,162,9.07187491323566,237
4,39,123,9.071562493219972,66
2,0,58,9.069750015856698,49
1,165,104,9.055249962664675,1371
2,30,29,9.05343770980835,2
4,77,13,9.05343752540648,199
3,120,102,9.049812525103334,88
1,145,95,9.04646883928217,42
2,117,11,9.046187521889806,1665
4,33,95,9.044375219382346,66
4,80,23,9.040312398865353,796
4,64,128,9.035312552005053,175
6,135,104,9.035312517546117,27
3,111,97,9.01446874125395,1226
3,12,100,8.987281220994191,957
4,108,132,8.978124941058923,638
3,113,132,8.976593773491913,432
1,120,153,8.966718756171758,271
2,118,22,8.956562514038524,4490
3,39,25,8.944687522947788,104
3,64,141,8.935625005920883,898
6,114,128,8.9265625923872,17
2,51,46,8.924718835274689,107
2,14,102,8.914781242667232,538
3,139,160,8.907156281376956,2550
2,144,93,8.906625022253138,1417
3,86,58,8.893031183164567,347
2,51,31,8.885781303048134,5
2,134,122,8.885124943219125,94
4,165,147,8.862187493708916,142
3,118,13,8.848625010461546,722
4,112,58,8.844999964348972,77
3,156,109,8.840062535309698,1132
2,144,97,8.838031298655551,998
2,115,84,8.836500050965697,28
6,120,28,8.835937559604645,7
3,111,133,8.834156306897057,5146
3,108,171,8.832812486361945,990
3,76,84,8.831843850784935,63
2,77,58,8.822343713371083,140
3,14,132,8.802187476117979,2401
1,136,122,8.793656284193275,72
1,138,93,8.792343699329649,559
4,145,133,8.790624996647239,58
2,0,93,8.784156114095822,51
4,135,125,8.779375007550698,378
3,64,122,8.77612505783327,269
2,77,110,8.769156277587172,980
1,134,28,8.767062472819816,231
2,114,127,8.763437504298054,206
2,73,133,8.75709371548146,503
